job,seed,policy,bins,unplaced,utilisation,runtimeMs,nfpMs,scoreLoopsMs,apiMs
hard-08,5,classic,4,0,0.5233741575096339,3633.054929999984,3547.254158000025,3.222668000176782,0
hard-08,5,contact,4,0,0.5233741575096339,3725.974785999977,3567.145266000007,6.947438999981387,0
hard-08,5,ga,4,0,0.5233741575096339,3808.401256000012,3701.3335080000106,3.710375999973621,0
hard-09,1,classic,3,0,0.46707489372839506,699.7524750000157,673.070040999999,1.1809819999616593,0
hard-09,1,contact,3,0,0.46707489372839506,648.3317309999838,616.8448949999874,1.6899189999385271,0
hard-09,1,ga,3,0,0.46707489372839506,2275.606928000023,2176.5137410000316,4.58242399993469,0
hard-09,2,classic,3,0,0.46707489372839506,681.5778720000235,656.2589699999953,1.0084959999949206,0
hard-09,2,contact,3,0,0.46707489372839506,713.756801999989,679.6976140000043,2.006290999997873,0
hard-09,2,ga,3,0,0.46707489372839506,2268.3973209999967,2143.9519499999587,4.069464999774937,0
hard-09,3,classic,3,0,0.46707489372839506,677.2752240000118,655.0893749999814,0.8204350000305567,0
hard-09,3,contact,3,0,0.46707489372839506,666.8641859999916,635.8281889999926,1.50244699997711,0
hard-09,3,ga,3,0,0.46707489372839506,2253.749842999998,2127.5402599999798,3.5387809998064768,0
hard-09,4,classic,3,0,0.46707489372839506,673.7939899999765,648.3242730000056,0.942315000022063,0
hard-09,4,contact,3,0,0.46707489372839506,688.0863020000106,655.0152569999918,2.5971990000107326,0
hard-09,4,ga,3,0,0.46707489372839506,2432.372096999985,2318.1434040000604,3.3947069999412633,0
hard-09,5,classic,3,0,0.46707489372839506,669.0925320000097,646.3545199999935,0.9578259999107104,0
hard-09,5,contact,3,0,0.46707489372839506,679.072874000005,644.9955999999947,3.007830000045942,0
hard-09,5,ga,3,0,0.46707489372839506,2071.331508000003,1997.5192709999683,3.5801380000193603,0
hard-10,1,classic,3,0,0.5420271200091075,912.8297290000191,876.2975750000041,1.8490830000082497,0
hard-10,1,contact,3,0,0.5420271200091075,969.3896950000199,916.395617000002,2.903025000006892,0
hard-10,1,ga,3,0,0.5420271200091075,2348.936504000012,2210.175401000015,4.473293000191916,0
hard-10,2,classic,3,0,0.5420271200091075,915.7342849999841,879.9892180000024,1.8301030000438914,0
hard-10,2,contact,3,0,0.5420271200091075,946.4020129999844,886.5431380000082,4.289679999899818,0
hard-10,2,ga,3,0,0.5420271200091075,2746.962228999997,2578.5251960000023,5.079697999870405,0
hard-10,3,classic,3,0,0.5420271200091075,971.4394900000188,932.8568249999953,1.9613260002806783,0
hard-10,3,contact,3,0,0.5420271200091075,934.1042940000189,879.0526850000024,3.3784180001239292,0
hard-10,3,ga,3,0,0.5420271200091075,2147.029501999961,2010.5043970000697,5.55218499986222,0
hard-10,4,classic,3,0,0.5420271200091075,1025.694926999975,982.464003000001,2.0637690001167357,0
hard-10,4,contact,3,0,0.5420271200091075,1074.2884389999672,1018.2532809999539,2.762559000053443,0
hard-10,4,ga,3,0,0.5420271200091075,2192.1861630000058,2073.917821000039,4.633546999655664,0
hard-10,5,classic,3,0,0.5420271200091075,954.4377889999887,914.3268899999675,1.8366649999516085,0
hard-10,5,contact,3,0,0.5420271200091074,926.4503099999856,876.4441209999495,2.6753600000520237,0
hard-10,5,ga,3,0,0.5420271200091075,2149.8172170000034,2018.6627580000786,4.732529999979306,0
hard-11,1,classic,4,0,0.46526946107784434,359.63709299999755,326.72406899998896,1.8467879999079742,0
hard-11,1,contact,3,0,0.6203592814371257,389.09823800000595,337.22021499997936,3.9891969999298453,0
hard-11,1,ga,3,0,0.6203592814371257,2085.441164000018,1841.5601649999153,8.354631000664085,0
hard-11,2,classic,4,0,0.46526946107784434,407.36739900003886,371.7826210000203,2.049574999837205,0
